Bacteria,Country,Resistance,Tested_isolates,PeriodFrom,PeriodTill,Antibiotics,lat,long
Escherichia Coli,China,70,79906,2012,2012,Cephalosporins,35,103
Escherichia Coli,Fiji,12.2,2895,2012,2012,Cephalosporins,-18,179
Escherichia Coli,Japan,16.6,113383,2012,2012,Cephalosporins,35.6833,139.7667
Escherichia Coli,Kiribati,0,72,2013,2013,Cephalosporins,1.4667,173.0333
Escherichia Coli,Laos,40.7,27,2012,2013,Cephalosporins,17.9667,102.6
Escherichia Coli,Laos,38,21,2011,2012,Cephalosporins,17.9667,102.6
Escherichia Coli,Malaysia,14.9,28418,2012,2012,Cephalosporins,3.1333,101.7
Escherichia Coli,Malaysia,18,13448,2012,2012,Cephalosporins,3.1333,101.7
Escherichia Coli,Malaysia,20,24880,2012,2012,Cephalosporins,3.1333,101.7
Escherichia Coli,Micronesia,77,158,2011,2011,Cephalosporins,6.9167,158.1833
Escherichia Coli,Mongolia,57.5,153,2013,2013,Cephalosporins,46,105
Escherichia Coli,Mongolia,70.6,153,2013,2013,Cephalosporins,46,105
Escherichia Coli,New Zealand,4.7,1661,2011,2011,Cephalosporins,-42,174
Escherichia Coli,New Zealand,2.9,55888,2011,2011,Cephalosporins,-42,174
Escherichia Coli,Papua New Guinea,24.1,174,2012,2012,Cephalosporins,-9.5,147.1167
Escherichia Coli,Philippines,26.7,3614,2012,2012,Cephalosporins,13,122
Escherichia Coli,South Korea,23.9,18484,2011,2011,Cephalosporins,37.55,126.9667
Escherichia Coli,South Korea,24,18484,2012,2012,Cephalosporins,37.55,126.9667
Escherichia Coli,South Korea,28,4628,2012,2012,Cephalosporins,37.55,126.9667
Escherichia Coli,Samoa,12.9,43,2011,2011,Cephalosporins,-13.8333,-171.75
Escherichia Coli,Singapore,27,189,2006,2007,Cephalosporins,1.3,103.8
Escherichia Coli,Singapore,20,6629,2006,2008,Cephalosporins,1.3,103.8
Escherichia Coli,Singapore,21.7,854,2006,2008,Cephalosporins,1.3,103.8
Escherichia Coli,Singapore,8.1,248,2009,2009,Cephalosporins,1.3,103.8
Escherichia Coli,International network,17.9,374,2012,2012,Cephalosporins,,
Escherichia Coli,International network,28.3,374,2012,2012,Cephalosporins,,
Escherichia Coli,International network,18.5,621,2012,2012,Cephalosporins,,
Escherichia Coli,International network,30.3,621,2012,2012,Cephalosporins,,
Escherichia Coli,Iceland,6.2,130,2011,2011,Cephalosporins,65,-18
Escherichia Coli,Finland,5,3020,2011,2011,Cephalosporins,64,26
Escherichia Coli,Sweden,3.6,5102,2011,2011,Cephalosporins,59.35,18.0667
Escherichia Coli,Netherlands,5.7,4408,2011,2011,Cephalosporins,52.3167,5.55
Escherichia Coli,Norway,3.6,2523,2011,2011,Cephalosporins,61,8
Escherichia Coli,Denmark,8.5,2532,2011,2011,Cephalosporins,55.72,12.57
Escherichia Coli,Lithuania,7,385,2011,2011,Cephalosporins,55,24
Escherichia Coli,Estonia,12.2,90,2011,2011,Cephalosporins,59,26
Escherichia Coli,Austria,9.1,3160,2011,2011,Cephalosporins,48.2,16.35
Escherichia Coli,Belgium,6,3985,2011,2011,Cephalosporins,50.85,4.35
Escherichia Coli,France,8.2,8479,2011,2011,Cephalosporins,47,2
Escherichia Coli,United Kingdom,9.6,5182,2011,2011,Cephalosporins,51.5,-0.1167
Escherichia Coli,Germany,8,3642,2011,2011,Cephalosporins,52.5167,13.3833
Escherichia Coli,Ireland,9,2166,2011,2011,Cephalosporins,53,-8
Escherichia Coli,Croatia,9.6,983,2011,2011,Cephalosporins,45.8,16
Escherichia Coli,Malta,12.8,219,2011,2011,Cephalosporins,35.8833,14.5
Escherichia Coli,Latvia,15.9,132,2011,2011,Cephalosporins,57,25
Escherichia Coli,Luxembourg,8.2,353,2011,2011,Cephalosporins,49.6117,6.13
Escherichia Coli,Spain,12,5600,2011,2011,Cephalosporins,40.4333,-3.7
Escherichia Coli,Slovenia,8.8,1002,2011,2011,Cephalosporins,46.05,14.5
Escherichia Coli,Czech Republic,11.4,2684,2011,2011,Cephalosporins,49.75,15.75
Escherichia Coli,Hungary,15.1,1224,2011,2011,Cephalosporins,47.4333,19.25
Escherichia Coli,Portugal,11.3,1901,2011,2011,Cephalosporins,38.7,-9.1833
Escherichia Coli,Greece,14.9,1435,2011,2011,Cephalosporins,39,22
Escherichia Coli,Italy,19.8,1870,2011,2011,Cephalosporins,41.9,12.4833
Escherichia Coli,Cyprus,36.2,138,2011,2011,Cephalosporins,35,33
Escherichia Coli,Romania,21.1,95,2011,2011,Cephalosporins,44.4167,26.1
Escherichia Coli,Slovakia,30.9,740,2011,2011,Cephalosporins,48.15,17.1167
Escherichia Coli,Bulgaria,22.9,179,2011,2011,Cephalosporins,42.75,25.5
Escherichia Coli,Poland,11.7,938,2011,2011,Cephalosporins,52.2167,21.0333
Escherichia Coli,Iceland,5.1,138,2012,2012,Cephalosporins,65,-18
Escherichia Coli,Finland,6.2,3162,2012,2012,Cephalosporins,64,26
Escherichia Coli,Sweden,4.5,5537,2012,2012,Cephalosporins,59.35,18.0667
Escherichia Coli,Netherlands,6,4702,2012,2012,Cephalosporins,52.3167,5.55
Escherichia Coli,Norway,4.9,3019,2012,2012,Cephalosporins,61,8
Escherichia Coli,Denmark,7.9,2519,2012,2012,Cephalosporins,55.72,12.57
Escherichia Coli,Lithuania,4.8,462,2012,2012,Cephalosporins,55,24
Escherichia Coli,Estonia,7.9,305,2012,2012,Cephalosporins,59,26
Escherichia Coli,Austria,8.7,3710,2012,2012,Cephalosporins,48.2,16.35
Escherichia Coli,Belgium,6.9,4097,2012,2012,Cephalosporins,50.85,4.35
Escherichia Coli,France,10,9563,2012,2012,Cephalosporins,47,2
Escherichia Coli,United Kingdom,13.1,5663,2012,2012,Cephalosporins,51.5,-0.1167
Escherichia Coli,Germany,8.8,4186,2012,2012,Cephalosporins,52.5167,13.3833
Escherichia Coli,Ireland,9.2,2288,2012,2012,Cephalosporins,53,-8
Escherichia Coli,Croatia,7.5,906,2012,2012,Cephalosporins,45.8,16
Escherichia Coli,Malta,13.9,216,2012,2012,Cephalosporins,35.8833,14.5
Escherichia Coli,Latvia,13,154,2012,2012,Cephalosporins,57,25
Escherichia Coli,Luxembourg,11.4,334,2012,2012,Cephalosporins,49.6117,6.13
Escherichia Coli,Spain,13.5,5672,2012,2012,Cephalosporins,40.4333,-3.7
Escherichia Coli,Slovenia,9.5,1168,2012,2012,Cephalosporins,46.05,14.5
Escherichia Coli,Czech Republic,11.5,2812,2012,2012,Cephalosporins,49.75,15.75
Escherichia Coli,Hungary,17.4,1411,2012,2012,Cephalosporins,47.4333,19.25
Escherichia Coli,Portugal,13.5,2154,2012,2012,Cephalosporins,38.7,-9.1833
Escherichia Coli,Greece,16.2,1393,2012,2012,Cephalosporins,39,22
Escherichia Coli,Italy,26.3,2997,2012,2012,Cephalosporins,41.9,12.4833
Escherichia Coli,Cyprus,31.8,176,2012,2012,Cephalosporins,35,33
Escherichia Coli,Romania,25.1,191,2012,2012,Cephalosporins,44.4167,26.1
Escherichia Coli,Slovakia,30.7,693,2012,2012,Cephalosporins,48.15,17.1167
Escherichia Coli,Bulgaria,38.1,223,2012,2012,Cephalosporins,42.75,25.5
Escherichia Coli,Poland,12.9,1037,2012,2012,Cephalosporins,52.2167,21.0333
Escherichia Coli,Iceland,5,121,2013,2013,Cephalosporins,65,-18
Escherichia Coli,Finland,7.1,3689,2013,2013,Cephalosporins,64,26
Escherichia Coli,Sweden,5.2,7532,2013,2013,Cephalosporins,59.35,18.0667
Escherichia Coli,Netherlands,5.8,4740,2013,2013,Cephalosporins,52.3167,5.55
Escherichia Coli,Norway,5.5,3077,2013,2013,Cephalosporins,61,8
Escherichia Coli,Denmark,8.1,2451,2013,2013,Cephalosporins,55.72,12.57
Escherichia Coli,Lithuania,7.6,432,2013,2013,Cephalosporins,55,24
Escherichia Coli,Estonia,7.4,340,2013,2013,Cephalosporins,59,26
Escherichia Coli,Austria,9.8,4376,2013,2013,Cephalosporins,48.2,16.35
Escherichia Coli,Belgium,8,4051,2013,2013,Cephalosporins,50.85,4.35
Escherichia Coli,France,9.5,10154,2013,2013,Cephalosporins,47,2
Escherichia Coli,United Kingdom,14.7,6586,2013,2013,Cephalosporins,51.5,-0.1167
Escherichia Coli,Germany,10.7,5249,2013,2013,Cephalosporins,52.5167,13.3833
Escherichia Coli,Ireland,10.6,2480,2013,2013,Cephalosporins,53,-8
Escherichia Coli,Croatia,8.8,1040,2013,2013,Cephalosporins,45.8,16
Escherichia Coli,Malta,8.9,248,2013,2013,Cephalosporins,35.8833,14.5
Escherichia Coli,Latvia,14,136,2013,2013,Cephalosporins,57,25
Escherichia Coli,Luxembourg,10.6,301,2013,2013,Cephalosporins,49.6117,6.13
Escherichia Coli,Spain,13.3,5932,2013,2013,Cephalosporins,40.4333,-3.7
Escherichia Coli,Slovenia,8.7,1224,2013,2013,Cephalosporins,46.05,14.5
Escherichia Coli,Czech Republic,13.1,2954,2013,2013,Cephalosporins,49.75,15.75
Escherichia Coli,Hungary,18.9,1437,2013,2013,Cephalosporins,47.4333,19.25
Escherichia Coli,Portugal,14.9,2678,2013,2013,Cephalosporins,38.7,-9.1833
Escherichia Coli,Greece,17.2,1255,2013,2013,Cephalosporins,39,22
Escherichia Coli,Italy,26.2,3990,2013,2013,Cephalosporins,41.9,12.4833
Escherichia Coli,Cyprus,38.9,162,2013,2013,Cephalosporins,35,33
Escherichia Coli,Romania,22.8,298,2013,2013,Cephalosporins,44.4167,26.1
Escherichia Coli,Slovakia,29.7,807,2013,2013,Cephalosporins,48.15,17.1167
Escherichia Coli,Bulgaria,39.6,187,2013,2013,Cephalosporins,42.75,25.5
Escherichia Coli,Poland,10.9,1036,2013,2013,Cephalosporins,52.2167,21.0333
Escherichia Coli,Belarus,87,30,2012,2012,Cephalosporins,53.9167,27.55
Escherichia Coli,Algeria,2,131,2003,2005,Fluoroquinolones,28,2
Escherichia Coli,Benin,34,44,2012,2012,Fluoroquinolones,6.4972,2.605
Escherichia Coli,Botswana,25,173,2007,2009,Fluoroquinolones,-24.6583,25.9083
Escherichia Coli,Burkina Faso,52.8,213,2008,2009,Fluoroquinolones,12.3333,-1.6667
Escherichia Coli,Burundi,16,1645,2012,2012,Fluoroquinolones,-3.5,30
Escherichia Coli,Central African Republic,53,183,2012,2012,Fluoroquinolones,4.3667,18.5833
Escherichia Coli,Republic of the Congo,30,71,2013,2013,Fluoroquinolones,-4.2678,15.2919
Escherichia Coli,Ethiopia,71,152,2011,2012,Fluoroquinolones,9.0167,38.75
Escherichia Coli,Ghana,36,87,2013,2013,Fluoroquinolones,5.55,-0.2
Escherichia Coli,Ghana,47.6,160,2013,2013,Fluoroquinolones,5.55,-0.2
Escherichia Coli,Guinea,38,13,2012,2012,Fluoroquinolones,9.5167,-13.7
Escherichia Coli,Guinea-Bissau,40,35,2012,2012,Fluoroquinolones,11.85,-15.5667
Escherichia Coli,Kenya,26.7,15,2013,2013,Fluoroquinolones,-1.2667,36.8
Escherichia Coli,Kenya,92.7,109,2007,2009,Fluoroquinolones,-1.2667,36.8
Escherichia Coli,Kenya,90,109,2007,2009,Fluoroquinolones,-1.2667,36.8
Escherichia Coli,Lesotho,14,107,2011,2011,Fluoroquinolones,-29.4667,27.9333
Escherichia Coli,Liberia,15,13,2011,2011,Fluoroquinolones,6.3167,-10.8
Escherichia Coli,Madagascar,52.3,88,2006,2008,Fluoroquinolones,-20,47
Escherichia Coli,Malawi,0,1,2013,2013,Fluoroquinolones,-13.95,33.7
Escherichia Coli,Mauritania,20,116,2013,2013,Fluoroquinolones,18.15,-15.9667
Escherichia Coli,Mauritius,57.6,184,2012,2012,Fluoroquinolones,-20.2,57.5
Escherichia Coli,Namibia,16,3176,2011,2011,Fluoroquinolones,-22.57,17.0861
Escherichia Coli,Nigeria,31.4,35,2011,2011,Fluoroquinolones,8,10
Escherichia Coli,Nigeria,10,310,2006,2008,Fluoroquinolones,8,10
Escherichia Coli,Nigeria,43.4,1909,2005,2009,Fluoroquinolones,8,10
Escherichia Coli,Nigeria,49.7,1909,2005,2009,Fluoroquinolones,8,10
Escherichia Coli,Nigeria,36.3,80,2012,2012,Fluoroquinolones,8,10
Escherichia Coli,Nigeria,41.2,80,2012,2012,Fluoroquinolones,8,10
Escherichia Coli,Nigeria,71.3,80,2012,2012,Fluoroquinolones,8,10
Escherichia Coli,Nigeria,79,80,2012,2012,Fluoroquinolones,8,10
Escherichia Coli,Nigeria,29,80,2003,2007,Fluoroquinolones,8,10
Escherichia Coli,Nigeria,24.2,42,2010,2010,Fluoroquinolones,8,10
Escherichia Coli,Nigeria,23.8,42,2010,2010,Fluoroquinolones,8,10
Escherichia Coli,Nigeria,0,84,2007,2008,Fluoroquinolones,8,10
Escherichia Coli,Nigeria,0,84,2007,2008,Fluoroquinolones,8,10
Escherichia Coli,Nigeria,4.8,84,2007,2008,Fluoroquinolones,8,10
Escherichia Coli,Nigeria,9.6,84,2007,2008,Fluoroquinolones,8,10
Escherichia Coli,Nigeria,9.5,85,2007,2009,Fluoroquinolones,8,10
Escherichia Coli,Nigeria,7.1,62,2001,2004,Fluoroquinolones,8,10
Escherichia Coli,Nigeria,14,122,2001,2004,Fluoroquinolones,8,10
Escherichia Coli,Nigeria,14.4,125,2001,2004,Fluoroquinolones,8,10
Escherichia Coli,Nigeria,28.6,249,2001,2004,Fluoroquinolones,8,10
Escherichia Coli,Nigeria,35.7,311,2001,2004,Fluoroquinolones,8,10
Escherichia Coli,Nigeria,9.1,33,2008,2009,Fluoroquinolones,8,10
Escherichia Coli,Nigeria,1.5,364,2007,2008,Fluoroquinolones,8,10
Escherichia Coli,Nigeria,0,31,2004,2009,Fluoroquinolones,8,10
Escherichia Coli,Nigeria,11,135,2003,2009,Fluoroquinolones,8,10
Escherichia Coli,Nigeria,9,154,2003,2009,Fluoroquinolones,8,10
Escherichia Coli,Nigeria,2.7,37,2007,2009,Fluoroquinolones,8,10
Escherichia Coli,Nigeria,3,32,2010,2010,Fluoroquinolones,8,10
Escherichia Coli,Rwanda,31.9,72,2009,2009,Fluoroquinolones,-1.94,29.8739
Escherichia Coli,Rwanda,57.4,47,2009,2009,Fluoroquinolones,-1.94,29.8739
Escherichia Coli,South Africa,25.6,43,2008,2008,Fluoroquinolones,-30,25
Escherichia Coli,South Africa,16.1,453,2005,2006,Fluoroquinolones,-30,25
Escherichia Coli,Swaziland,37.5,32,2013,2013,Fluoroquinolones,-26.3167,31.1333
Escherichia Coli,Uganda,0,9,2011,2011,Fluoroquinolones,1.0667,31.8833
Escherichia Coli,Tanzania,0,64,2004,2004,Fluoroquinolones,-6.307,34.854
Escherichia Coli,Zambia,50.5,190,2012,2012,Fluoroquinolones,-15.4167,28.2833
Escherichia Coli,Argentina,7.8,13102,2010,2010,Fluoroquinolones,-34.6,-58.3833
Escherichia Coli,Bolivia,47,8259,2010,2010,Fluoroquinolones,-16.712,-64.666
Escherichia Coli,Brazil,8,247,2010,2010,Fluoroquinolones,-15.7833,-47.8667
Escherichia Coli,Canada,26.9,646,2011,2011,Fluoroquinolones,45.4,-75.6667
Escherichia Coli,Colombia,58,254,2005,2008,Fluoroquinolones,4.5833,-74.0667
Escherichia Coli,Colombia,60,254,2005,2008,Fluoroquinolones,4.5833,-74.0667
Escherichia Coli,Cuba,56,179,2009,2009,Fluoroquinolones,23.1333,-82.3833
Escherichia Coli,Dominican Republic,49,2812,2009,2009,Fluoroquinolones,19,-70.6667
Escherichia Coli,Ecuador,43.8,9259,2010,2010,Fluoroquinolones,-0.15,-78.35
Escherichia Coli,El Salvador,16.7,486,2010,2010,Fluoroquinolones,13.6667,-89.1667
Escherichia Coli,Guatemala,41.8,1607,2010,2010,Fluoroquinolones,14.6133,-90.5353
Escherichia Coli,Honduras,43.1,3010,2010,2010,Fluoroquinolones,14.1,-87.2167
Escherichia Coli,Mexico,32.6,907,2008,2008,Fluoroquinolones,19,-99.1333
Escherichia Coli,Mexico,57.9,563,2005,2013,Fluoroquinolones,19,-99.1333
Escherichia Coli,Mexico,56.7,563,2005,2013,Fluoroquinolones,19,-99.1333
Escherichia Coli,Nicaragua,42.9,271,2010,2010,Fluoroquinolones,13,-85
Escherichia Coli,Panama,40.2,2318,2010,2010,Fluoroquinolones,8.9833,79.5167
Escherichia Coli,Panama,18,7422,2011,2012,Fluoroquinolones,8.9833,79.5167
Escherichia Coli,Paraguay,22.1,1601,2010,2010,Fluoroquinolones,-25.266,-57.6667
Escherichia Coli,Peru,58.5,2563,2010,2010,Fluoroquinolones,-12.0433,-77.0283
Escherichia Coli,Peru,66,3523,2012,2012,Fluoroquinolones,-12.0433,-77.0283
Escherichia Coli,Trinidad and Tobago,1.6,64,2007,2007,Fluoroquinolones,10.6667,-61.5167
Escherichia Coli,United States,33.3,8992,2009,2013,Fluoroquinolones,38.8833,-77.0167
Escherichia Coli,Uruguay,15,253,2007,2008,Fluoroquinolones,-34.8833,-56.1667
Escherichia Coli,Venezuela,37.2,4114,2010,2010,Fluoroquinolones,10.5,-66.9667
Escherichia Coli,Bahrain,62,3759,2012,2012,Fluoroquinolones,26.0275,50.55
Escherichia Coli,Egypt,34.9,315,2002,2010,Fluoroquinolones,26,30
Escherichia Coli,Iran,54,885,2012,2012,Fluoroquinolones,32,53
Escherichia Coli,Jordan,31,52,2003,2005,Fluoroquinolones,31.95,35.9333
Escherichia Coli,Jordan,14.5,435,2008,2008,Fluoroquinolones,31.95,35.9333
Escherichia Coli,Lebanon,53,36,2003,2005,Fluoroquinolones,33.9,35.5333
Escherichia Coli,Lebanon,47,3811,2010,2011,Fluoroquinolones,33.9,35.5333
Escherichia Coli,Morocco,75,17,2012,2012,Fluoroquinolones,32,-6
Escherichia Coli,Morocco,31,229,2011,2012,Fluoroquinolones,32,-6
Escherichia Coli,Morocco,27,221,2005,2007,Fluoroquinolones,32,-6
Escherichia Coli,Morocco,24,62,2003,2005,Fluoroquinolones,32,-6
Escherichia Coli,Morocco,10,192,2001,2005,Fluoroquinolones,32,-6
Escherichia Coli,Oman,21,1360,2012,2012,Fluoroquinolones,23.6,58.55
Escherichia Coli,Pakistan,21,144,2004,2006,Fluoroquinolones,33.6667,73.1667
Escherichia Coli,Pakistan,91,119,2007,2007,Fluoroquinolones,33.6667,73.1667
Escherichia Coli,Pakistan,75.5,53,2007,2008,Fluoroquinolones,33.6667,73.1667
Escherichia Coli,Pakistan,64,50,2006,2006,Fluoroquinolones,33.6667,73.1667
Escherichia Coli,Pakistan,46.3,296,2002,2005,Fluoroquinolones,33.6667,73.1667
Escherichia Coli,Pakistan,34.6,101,2006,2007,Fluoroquinolones,33.6667,73.1667
Escherichia Coli,Pakistan,33.1,3953,2002,2005,Fluoroquinolones,33.6667,73.1667
Escherichia Coli,Qatar,40.2,97,2007,2008,Fluoroquinolones,25.3,51.5167
Escherichia Coli,Saudi Arabia,33.3,339,2009,2011,Fluoroquinolones,24,45
Escherichia Coli,Saudi Arabia,31.6,7906,2005,2005,Fluoroquinolones,24,45
Escherichia Coli,Saudi Arabia,25,304,2010,2011,Fluoroquinolones,24,45
Escherichia Coli,Saudi Arabia,51,39,2009,2009,Fluoroquinolones,24,45
Escherichia Coli,Saudi Arabia,22.8,173,2003,2006,Fluoroquinolones,24,45
Escherichia Coli,Sudan,58.4,214,2011,2011,Fluoroquinolones,15,32
Escherichia Coli,Sudan,55.1,214,2011,2011,Fluoroquinolones,15,32
Escherichia Coli,Tunisia,10,192,2001,2005,Fluoroquinolones,34,9
Escherichia Coli,Tunisia,7.1,436,1999,2009,Fluoroquinolones,34,9
Escherichia Coli,Tunisia,0,13,1993,2003,Fluoroquinolones,34,9
Escherichia Coli,Tunisia,15,164,2003,2005,Fluoroquinolones,34,9
Escherichia Coli,United Arab Emirates,33.3,6770,2012,2012,Fluoroquinolones,24.4667,54.3667
Escherichia Coli,United Arab Emirates,27,1037,1994,2005,Fluoroquinolones,24.4667,54.3667
Escherichia Coli,Yemen,84.6,52,2003,2006,Fluoroquinolones,15,48
Escherichia Coli,International network,36.6,374,2012,2012,Fluoroquinolones,,
Escherichia Coli,International network,40.9,621,2012,2012,Fluoroquinolones,,
Escherichia Coli,International,21,5091,2003,2005,Fluoroquinolones,,
Escherichia Coli,Austria,22.3,3162,2011,2011,Fluoroquinolones,48.2,16.35
Escherichia Coli,Belgium,21.5,3549,2011,2011,Fluoroquinolones,50.85,4.35
Escherichia Coli,Bosnia and Herzegovina,7.8,1618,2004,2004,Fluoroquinolones,44,18
Escherichia Coli,Bulgaria,30.2,179,2011,2011,Fluoroquinolones,42.75,25.5
Escherichia Coli,Croatia,14,20227,2012,2012,Fluoroquinolones,45.8,16
Escherichia Coli,Cyprus,47.4,137,2011,2011,Fluoroquinolones,35,33
Escherichia Coli,Czech Republic,23.5,2682,2011,2011,Fluoroquinolones,49.75,15.75
Escherichia Coli,Denmark,14.1,3583,2011,2011,Fluoroquinolones,55.72,12.57
Escherichia Coli,Estonia,9.9,312,2011,2011,Fluoroquinolones,59,26
Escherichia Coli,Finland,10.8,2420,2011,2011,Fluoroquinolones,64,26
Escherichia Coli,France,17.9,8694,2011,2011,Fluoroquinolones,47,2
Escherichia Coli,Georgia,0.09,11,2003,2004,Fluoroquinolones,41.7167,44.7833
Escherichia Coli,Germany,23.7,3636,2011,2011,Fluoroquinolones,52.5167,13.3833
Escherichia Coli,Greece,26.6,1433,2011,2011,Fluoroquinolones,39,22
Escherichia Coli,Hungary,31.2,1213,2011,2011,Fluoroquinolones,47.4333,19.25
Escherichia Coli,Macedonia,52,50,2013,2013,Fluoroquinolones,41.6,21.7
Escherichia Coli,Iceland,14,121,2011,2011,Fluoroquinolones,65,-18
Escherichia Coli,Ireland,22.9,2153,2011,2011,Fluoroquinolones,53,-8
Escherichia Coli,Israel,17.9,719,1997,2004,Fluoroquinolones,31,35
Escherichia Coli,Israel,0,94,1995,2004,Fluoroquinolones,31,35
Escherichia Coli,Italy,40.5,1899,2011,2011,Fluoroquinolones,41.9,12.4833
Escherichia Coli,Latvia,16.8,131,2011,2011,Fluoroquinolones,57,25
Escherichia Coli,Lithuania,12.9,381,2011,2011,Fluoroquinolones,55,24
Escherichia Coli,Luxembourg,24.1,353,2011,2011,Fluoroquinolones,49.6117,6.13
Escherichia Coli,Malta,32,219,2011,2011,Fluoroquinolones,35.8833,14.5
Escherichia Coli,Netherlands,14.3,4427,2011,2011,Fluoroquinolones,52.3167,5.55
Escherichia Coli,Norway,9,2505,2011,2011,Fluoroquinolones,61,8
Escherichia Coli,Poland,27.3,1141,2011,2011,Fluoroquinolones,52.2167,21.0333
Escherichia Coli,Portugal,27.2,1917,2011,2011,Fluoroquinolones,38.7,-9.1833
Escherichia Coli,Moldova,15.3,4839,2012,2012,Fluoroquinolones,47,28.9167
Escherichia Coli,Romania,30.4,46,2011,2011,Fluoroquinolones,44.4167,26.1
Escherichia Coli,Russian Federation,71.7,134,2011,2011,Fluoroquinolones,60,90
Escherichia Coli,Russian Federation,15.9,627,2011,2011,Fluoroquinolones,60,90
Escherichia Coli,Serbia,16,145,2012,2012,Fluoroquinolones,44.8,20.4667
Escherichia Coli,Serbia,27,190,2013,2013,Fluoroquinolones,44.8,20.4667
Escherichia Coli,Slovakia,41.9,737,2011,2011,Fluoroquinolones,48.15,17.1167
Escherichia Coli,Slovenia,20.7,1002,2011,2011,Fluoroquinolones,46.05,14.5
Escherichia Coli,Spain,34.5,5597,2011,2011,Fluoroquinolones,40.4333,-3.7
Escherichia Coli,Sweden,7.9,3295,2011,2011,Fluoroquinolones,59.35,18.0667
Escherichia Coli,Switzerland,20.2,69940,2012,2012,Fluoroquinolones,46.8333,8.3333
Escherichia Coli,Switzerland,16,3992,2013,2013,Fluoroquinolones,46.8333,8.3333
Escherichia Coli,Turkey,46.3,1249,2011,2011,Fluoroquinolones,39.9167,32.8333
Escherichia Coli,Turkey,41,2020,2013,2013,Fluoroquinolones,39.9167,32.8333
Escherichia Coli,United Kingdom,17.5,5564,2011,2011,Fluoroquinolones,51.5,-0.1167
Escherichia Coli,International,24.1,1495,2008,2008,Fluoroquinolones,51.5,-0.1167
Escherichia Coli,International,25.5,1495,2008,2008,Fluoroquinolones,,
Escherichia Coli,Bangladesh,65.2,114,2010,2011,Fluoroquinolones,23.7,90.35
Escherichia Coli,Bangladesh,89,475,2011,2012,Fluoroquinolones,23.7,90.35
Escherichia Coli,Bangladesh,7.5,80,2010,2010,Fluoroquinolones,23.7,90.35
Escherichia Coli,Bhutan,52.3,132,2011,2012,Fluoroquinolones,27.417,90.435
Escherichia Coli,Bhutan,36.2,1414,2011,2012,Fluoroquinolones,27.417,90.435
Escherichia Coli,Bhutan,32.4,1023,2011,2012,Fluoroquinolones,27.417,90.435
Escherichia Coli,India,35,180,2011,2011,Fluoroquinolones,21,78
Escherichia Coli,India,86.4,103,2009,2010,Fluoroquinolones,21,78
Escherichia Coli,India,81.8,46,2011,2012,Fluoroquinolones,21,78
Escherichia Coli,India,49.6,1817,2009,2009,Fluoroquinolones,21,78
Escherichia Coli,India,71.4,56,2004,2009,Fluoroquinolones,21,78
Escherichia Coli,India,16.5,340,2008,2008,Fluoroquinolones,21,78
Escherichia Coli,India,77.4,106,2010,2010,Fluoroquinolones,21,78
Escherichia Coli,India,73,2671,2008,2009,Fluoroquinolones,21,78
Escherichia Coli,India,65,461,2012,2012,Fluoroquinolones,21,78
Escherichia Coli,India,4,1095,2003,2004,Fluoroquinolones,21,78
Escherichia Coli,India,85,149,2007,2009,Fluoroquinolones,21,78
Escherichia Coli,India,62,527,2010,2010,Fluoroquinolones,21,78
Escherichia Coli,India,80,669,2001,2006,Fluoroquinolones,21,78
Escherichia Coli,India,22.7,181,2003,2003,Fluoroquinolones,21,78
Escherichia Coli,India,32,205,2011,2011,Fluoroquinolones,21,78
Escherichia Coli,India,46,1054,2007,2007,Fluoroquinolones,21,78
Escherichia Coli,India,34,1054,2007,2007,Fluoroquinolones,21,78
Escherichia Coli,Indonesia,17.3,29,2002,2008,Fluoroquinolones,-6.175,106.8283
Escherichia Coli,Myanmar,55,1348,2012,2012,Fluoroquinolones,22,96
Escherichia Coli,Nepal,64.3,140,2012,2012,Fluoroquinolones,26.5333,86.7333
Escherichia Coli,Sri Lanka,58.8,102,2009,2009,Fluoroquinolones,7,81
Escherichia Coli,Thailand,50.9,31761,2012,2012,Fluoroquinolones,13.75,100.4833
Escherichia Coli,Thailand,51,14566,2012,2012,Fluoroquinolones,13.75,100.4833
Escherichia Coli,Thailand,52.9,2904,2012,2012,Fluoroquinolones,13.75,100.4833
Escherichia Coli,Thailand,55.3,16335,2012,2012,Fluoroquinolones,13.75,100.4833
Escherichia Coli,Thailand,67.2,1670,2012,2012,Fluoroquinolones,13.75,100.4833
Escherichia Coli,International network,36.6,374,2012,2012,Fluoroquinolones,,
Escherichia Coli,International network,40.9,621,2012,2012,Fluoroquinolones,,
Escherichia Coli,Australia,10.6,1827,2011,2011,Fluoroquinolones,-35.308,149.1245
Escherichia Coli,Brunei Darussalam,12,1358,2012,2012,Fluoroquinolones,4.8903,114.9422
Escherichia Coli,Cambodia,52,63,2013,2013,Fluoroquinolones,11.55,104.9167
Escherichia Coli,Cambodia,82,122,2013,2013,Fluoroquinolones,11.55,104.9167
Escherichia Coli,China,53.2,129240,2012,2012,Fluoroquinolones,35,103
Escherichia Coli,China,56.9,135736,2012,2012,Fluoroquinolones,35,103
Escherichia Coli,Fiji,11.9,2566,2012,2012,Fluoroquinolones,-18,179
Escherichia Coli,Japan,34.3,136288,2012,2012,Fluoroquinolones,35.6833,139.7667
Escherichia Coli,Kiribati,3,72,2013,2013,Fluoroquinolones,1.4667,173.0333
